"gc-1","gc-2","gc-3","gc-4","gc-5","gc-6","likelihood","chimera","dataset"
2,2,3,4,6,7,0.895488197464459,15811.3555344561,"Lmono-454-LGC-2"
2,2,3,4,6,8,0.999933893038648,9993.61422621837,"Lmono-454-LGC-2"
2,2,3,4,7,7,0.917707401745018,30183.7623233667,"Lmono-454-LGC-2"
2,2,3,4,7,8,0.933913220341392,19866.7232196346,"Lmono-454-LGC-2"
2,2,3,4,8,8,0.917492691732937,14048.9819113968,"Lmono-454-LGC-2"
2,2,3,5,5,5,0.0147654625725912,51421.1900883461,"Lmono-454-LGC-2"
2,2,3,5,5,6,0.0175099243322478,35864.0183418931,"Lmono-454-LGC-2"
2,2,3,5,5,7,0.999933893038648,52603.607878578,"Lmono-454-LGC-2"
2,2,3,5,5,8,0.999933893038648,36425.0960054061,"Lmono-454-LGC-2"
2,2,3,5,6,6,0.0183590066058312,25611.1603470462,"Lmono-454-LGC-2"
2,2,3,5,6,7,0.999933893038648,36425.0960054061,"Lmono-454-LGC-2"
2,2,3,5,6,8,0.999933893038648,26108.0569016741,"Lmono-454-LGC-2"
2,2,3,5,7,7,0.917974630221634,50797.5027943166,"Lmono-454-LGC-2"
2,2,3,5,7,8,0.918015838289943,34618.9909211447,"Lmono-454-LGC-2"
2,2,3,5,8,8,0.915316657542441,24301.9518174127,"Lmono-454-LGC-2"
2,2,3,6,6,6,0.0165515705560806,19242.4088946782,"Lmono-454-LGC-2"
2,2,3,6,6,7,0.999933893038648,26108.0569016741,"Lmono-454-LGC-2"
2,2,3,6,6,8,0.999933893038648,20290.3155934364,"Lmono-454-LGC-2"
2,2,3,6,7,7,0.918015838289943,34618.9909211447,"Lmono-454-LGC-2"
2,2,3,6,7,8,0.915316657542441,24301.9518174127,"Lmono-454-LGC-2"
2,2,3,6,8,8,0.918015700474605,18484.2105091749,"Lmono-454-LGC-2"
2,2,3,7,7,7,0.917839308528718,54852.870479495,"Lmono-454-LGC-2"
2,2,3,7,7,8,0.913417363625677,38674.3586063231,"Lmono-454-LGC-2"
2,2,3,7,8,8,0.915479123265334,28357.3195025911,"Lmono-454-LGC-2"
2,2,3,8,8,8,0.908967365117171,22539.5781943534,"Lmono-454-LGC-2"
2,2,4,4,4,4,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,4,4,4,5,0.0209620892912051,2083.03730889381,"Lmono-454-LGC-2"
2,2,4,4,4,6,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,4,4,4,7,0.915713026752271,10645.6666816475,"Lmono-454-LGC-2"
2,2,4,4,4,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,4,4,5,5,0.0094602154196591,10402.0205773939,"Lmono-454-LGC-2"
2,2,4,4,5,6,0.0126351803119465,5506.62662317744,"Lmono-454-LGC-2"
2,2,4,4,5,7,0.895488197464459,15811.3555344561,"Lmono-454-LGC-2"
2,2,4,4,5,8,0.999933893038648,9993.61422621837,"Lmono-454-LGC-2"
2,2,4,4,6,6,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,4,4,6,7,0.999933893038648,9993.61422621837,"Lmono-454-LGC-2"
2,2,4,4,6,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,4,4,7,7,0.933913220341392,19866.7232196346,"Lmono-454-LGC-2"
2,2,4,4,7,8,0.917492691732937,14048.9819113968,"Lmono-454-LGC-2"
2,2,4,4,8,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,4,5,5,5,0.00502499874064149,28210.0955602359,"Lmono-454-LGC-2"
2,2,4,5,5,6,0.00482127003619274,21361.0650274552,"Lmono-454-LGC-2"
2,2,4,5,5,7,0.999933893038648,36425.0960054061,"Lmono-454-LGC-2"
2,2,4,5,5,8,0.999933893038648,26108.0569016741,"Lmono-454-LGC-2"
2,2,4,5,6,6,0.00834427558548432,18393.055704909,"Lmono-454-LGC-2"
2,2,4,5,6,7,0.999933893038648,26108.0569016741,"Lmono-454-LGC-2"
2,2,4,5,6,8,0.999933893038648,20290.3155934364,"Lmono-454-LGC-2"
2,2,4,5,7,7,0.918015838289943,34618.9909211447,"Lmono-454-LGC-2"
2,2,4,5,7,8,0.915316657542441,24301.9518174127,"Lmono-454-LGC-2"
2,2,4,5,8,8,0.918015700474605,18484.2105091749,"Lmono-454-LGC-2"
2,2,4,6,6,6,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,4,6,6,7,0.999933893038648,20290.3155934364,"Lmono-454-LGC-2"
2,2,4,6,6,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,4,6,7,7,0.915316657542441,24301.9518174127,"Lmono-454-LGC-2"
2,2,4,6,7,8,0.918015700474605,18484.2105091749,"Lmono-454-LGC-2"
2,2,4,6,8,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,4,7,7,7,0.913417363625677,38674.3586063231,"Lmono-454-LGC-2"
2,2,4,7,7,8,0.915479123265334,28357.3195025911,"Lmono-454-LGC-2"
2,2,4,7,8,8,0.908967365117171,22539.5781943534,"Lmono-454-LGC-2"
2,2,4,8,8,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,5,5,5,5,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,5,5,5,6,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,5,5,5,7,0.917239502302004,77163.8605232158,"Lmono-454-LGC-2"
2,2,5,5,5,8,0.917328484197781,60985.3486500439,"Lmono-454-LGC-2"
2,2,5,5,6,6,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,5,5,6,7,0.917328484197781,60985.3486500439,"Lmono-454-LGC-2"
2,2,5,5,6,8,0.918285760598807,50668.3095463119,"Lmono-454-LGC-2"
2,2,5,5,7,7,0.916800451034666,66955.6769309746,"Lmono-454-LGC-2"
2,2,5,5,7,8,0.916999897419215,50777.1650578027,"Lmono-454-LGC-2"
2,2,5,5,8,8,0.91699773847719,40460.1259540707,"Lmono-454-LGC-2"
2,2,5,6,6,6,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,5,6,6,7,0.918285760598807,50668.3095463119,"Lmono-454-LGC-2"
2,2,5,6,6,8,0.915926389860584,44850.5682380742,"Lmono-454-LGC-2"
2,2,5,6,7,7,0.916999897419215,50777.1650578027,"Lmono-454-LGC-2"
2,2,5,6,7,8,0.91699773847719,40460.1259540707,"Lmono-454-LGC-2"
2,2,5,6,8,8,0.917026740928084,34642.3846458329,"Lmono-454-LGC-2"
2,2,5,7,7,7,0.917916007645191,65149.5718467131,"Lmono-454-LGC-2"
2,2,5,7,7,8,0.917911587116083,48971.0599735412,"Lmono-454-LGC-2"
2,2,5,7,8,8,0.91520202288124,38654.0208698092,"Lmono-454-LGC-2"
2,2,5,8,8,8,0.917337744653959,32836.2795615714,"Lmono-454-LGC-2"
2,2,6,6,6,6,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,6,6,6,7,0.915926389860584,44850.5682380742,"Lmono-454-LGC-2"
2,2,6,6,6,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,6,6,7,7,0.91699773847719,40460.1259540707,"Lmono-454-LGC-2"
2,2,6,6,7,8,0.917026740928084,34642.3846458329,"Lmono-454-LGC-2"
2,2,6,6,8,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,6,7,7,7,0.917911587116083,48971.0599735412,"Lmono-454-LGC-2"
2,2,6,7,7,8,0.91520202288124,38654.0208698092,"Lmono-454-LGC-2"
2,2,6,7,8,8,0.917337744653959,32836.2795615714,"Lmono-454-LGC-2"
2,2,6,8,8,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,2,7,7,7,7,0.204224259867039,69076.3447935539,"Lmono-454-LGC-2"
2,2,7,7,7,8,0.204224259870299,52897.8329203835,"Lmono-454-LGC-2"
2,2,7,7,8,8,0.20422425987336,42580.7938166523,"Lmono-454-LGC-2"
2,2,7,8,8,8,0.204224259873957,36763.052508415,"Lmono-454-LGC-2"
2,2,8,8,8,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,3,3,3,3,3,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,3,3,3,3,4,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,3,3,3,3,5,0.0101447519311885,63140.1833745097,"Lmono-454-LGC-2"
2,3,3,3,3,6,0.00871779215205912,34419.2659007009,"Lmono-454-LGC-2"
2,3,3,3,3,7,0.91695359922767,85347.9779016138,"Lmono-454-LGC-2"
2,3,3,3,3,8,0.916481771074339,56140.505983962,"Lmono-454-LGC-2"
2,3,3,3,4,4,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,3,3,3,4,5,0.00712420639218269,35963.9250739967,"Lmono-454-LGC-2"
2,3,3,3,4,6,0.00493168592352712,18945.9652077217,"Lmono-454-LGC-2"
2,3,3,3,4,7,0.916481771074339,56140.505983962,"Lmono-454-LGC-2"
2,3,3,3,4,8,0.916953363923073,39961.9941107901,"Lmono-454-LGC-2"
2,3,3,3,5,5,0.010217097070281,64260.8082622102,"Lmono-454-LGC-2"
2,3,3,3,5,6,0.0114290765364003,37715.4244480367,"Lmono-454-LGC-2"
2,3,3,3,5,7,0.00984783130597982,69154.6837863004,"Lmono-454-LGC-2"
2,3,3,3,5,8,0.0178226722497285,45203.6299258212,"Lmono-454-LGC-2"
2,3,3,3,6,6,0.0172169372237165,22488.1476282299,"Lmono-454-LGC-2"
2,3,3,3,6,7,0.00854341340458234,40907.7875723506,"Lmono-454-LGC-2"
2,3,3,3,6,8,0.0135088803586094,28497.9615196722,"Lmono-454-LGC-2"
2,3,3,3,7,7,0.913417665359721,88751.2931313631,"Lmono-454-LGC-2"
2,3,3,3,7,8,0.949241613598956,59543.8212137113,"Lmono-454-LGC-2"
2,3,3,3,8,8,0.917948601904379,43365.3093405394,"Lmono-454-LGC-2"
2,3,3,4,4,4,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,3,3,4,4,5,0.00899916355592624,21928.3418444123,"Lmono-454-LGC-2"
2,3,3,4,4,6,0.00399321678959918,10074.3118829518,"Lmono-454-LGC-2"
2,3,3,4,4,7,0.916953363923073,39961.9941107901,"Lmono-454-LGC-2"
2,3,3,4,4,8,0.916543793998155,29644.9550070581,"Lmono-454-LGC-2"
2,3,3,4,5,5,0.00526721806084738,34884.0759238944,"Lmono-454-LGC-2"
2,3,3,4,5,6,0.00392605045406924,20839.3095570809,"Lmono-454-LGC-2"
2,3,3,4,5,7,0.0051460669198836,40104.7756958104,"Lmono-454-LGC-2"
2,3,3,4,5,8,0.017705063815385,29237.5716757369,"Lmono-454-LGC-2"
2,3,3,4,6,6,0.013444547750806,12242.7732564743,"Lmono-454-LGC-2"
2,3,3,4,6,7,0.00249737574062297,23009.606249623,"Lmono-454-LGC-2"
2,3,3,4,6,8,0.0093720698200401,18193.4575353535,"Lmono-454-LGC-2"
2,3,3,4,7,7,0.949241613598956,59543.8212137113,"Lmono-454-LGC-2"
2,3,3,4,7,8,0.917948601904379,43365.3093405394,"Lmono-454-LGC-2"
2,3,3,4,8,8,0.913234444918251,33048.2702368074,"Lmono-454-LGC-2"
2,3,3,5,5,5,0.00995687551940761,70841.1672123682,"Lmono-454-LGC-2"
2,3,3,5,5,6,0.0130742368966299,45120.0451860519,"Lmono-454-LGC-2"
2,3,3,5,5,7,0.00987103293703961,73363.9598600633,"Lmono-454-LGC-2"
2,3,3,5,5,8,0.0201713359840912,49024.2893966906,"Lmono-454-LGC-2"
2,3,3,5,6,6,0.0221582798230586,29653.1130306369,"Lmono-454-LGC-2"
2,3,3,5,6,7,0.0105580986900479,47236.3487887211,"Lmono-454-LGC-2"
2,3,3,5,6,8,0.0274140162610765,32935.2146889695,"Lmono-454-LGC-2"
2,3,3,5,7,7,0.999933893038648,84060.3423971469,"Lmono-454-LGC-2"
2,3,3,5,7,8,0.999933893038648,54852.870479495,"Lmono-454-LGC-2"
2,3,3,5,8,8,0.999933893038648,38674.3586063231,"Lmono-454-LGC-2"
2,3,3,6,6,6,0.0240273829069035,19371.9194367704,"Lmono-454-LGC-2"
2,3,3,6,6,7,0.0146514895425533,32346.5533747344,"Lmono-454-LGC-2"
2,3,3,6,6,8,0.0263091791813117,22590.648087911,"Lmono-454-LGC-2"
2,3,3,6,7,7,0.999933893038648,54852.870479495,"Lmono-454-LGC-2"
2,3,3,6,7,8,0.999933893038648,38674.3586063231,"Lmono-454-LGC-2"
2,3,3,6,8,8,0.895488197464459,28357.3195025911,"Lmono-454-LGC-2"
2,3,3,7,7,7,0.115954333071233,96706.6684494196,"Lmono-454-LGC-2"
2,3,3,7,7,8,0.115958240828125,67499.2027750093,"Lmono-454-LGC-2"
2,3,3,7,8,8,0.115959525669958,51320.692956797,"Lmono-454-LGC-2"
2,3,3,8,8,8,0.115960135409633,41003.6548329543,"Lmono-454-LGC-2"
2,3,4,4,4,4,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,3,4,4,4,5,0.0280531320728886,12372.8901126743,"Lmono-454-LGC-2"
2,3,4,4,4,6,0.00609846167116389,5874.01889199036,"Lmono-454-LGC-2"
2,3,4,4,4,7,0.916543793998155,29644.9550070581,"Lmono-454-LGC-2"
2,3,4,4,4,8,0.916546173686234,23827.2136988203,"Lmono-454-LGC-2"
2,3,4,4,5,5,0.00613275777364757,21059.3801770995,"Lmono-454-LGC-2"
2,3,4,4,5,6,0.00312686754055736,11432.007295476,"Lmono-454-LGC-2"
2,3,4,4,5,7,0.00579033838241289,26470.6662042862,"Lmono-454-LGC-2"
2,3,4,4,5,8,0.0335325208000845,19011.3370674702,"Lmono-454-LGC-2"
2,3,4,4,6,6,0.0137216819204612,6561.36326602119,"Lmono-454-LGC-2"
2,3,4,4,6,7,0.001878688592732,13935.2661056045,"Lmono-454-LGC-2"
2,3,4,4,6,8,0.00705611817433198,12523.6408085873,"Lmono-454-LGC-2"
2,3,4,4,7,7,0.917948601904379,43365.3093405394,"Lmono-454-LGC-2"
2,3,4,4,7,8,0.913234444918251,33048.2702368074,"Lmono-454-LGC-2"
2,3,4,4,8,8,0.90886297529392,27230.5289285696,"Lmono-454-LGC-2"
2,3,4,5,5,5,0.00367124530222867,36940.5952887669,"Lmono-454-LGC-2"
2,3,4,5,5,6,0.00171430716146044,24582.0055281005,"Lmono-454-LGC-2"
2,3,4,5,5,7,0.00367006682953831,39872.8606619284,"Lmono-454-LGC-2"
2,3,4,5,5,8,0.00813061875578336,31941.2614784999,"Lmono-454-LGC-2"
2,3,4,5,6,6,0.00552170509668203,18510.946025354,"Lmono-454-LGC-2"
2,3,4,5,6,7,0.00118624128964223,25307.4706040726,"Lmono-454-LGC-2"
2,3,4,5,6,8,0.00860392639136573,22307.6969888731,"Lmono-454-LGC-2"
2,3,4,5,7,7,0.999933893038648,54852.870479495,"Lmono-454-LGC-2"
2,3,4,5,7,8,0.999933893038648,38674.3586063231,"Lmono-454-LGC-2"
2,3,4,5,8,8,0.895488197464459,28357.3195025911,"Lmono-454-LGC-2"
2,3,4,6,6,6,0.0144411149910656,13171.8732089704,"Lmono-454-LGC-2"
2,3,4,6,6,7,0.00367203696432818,20166.7316940479,"Lmono-454-LGC-2"
2,3,4,6,6,8,0.0131556174964248,16472.5711009344,"Lmono-454-LGC-2"
2,3,4,6,7,7,0.999933893038648,38674.3586063231,"Lmono-454-LGC-2"
2,3,4,6,7,8,0.895488197464459,28357.3195025911,"Lmono-454-LGC-2"
2,3,4,6,8,8,0.999933893038648,22539.5781943534,"Lmono-454-LGC-2"
2,3,4,7,7,7,0.115957950032761,67499.2023521046,"Lmono-454-LGC-2"
2,3,4,7,7,8,0.115959353582257,51320.6927065548,"Lmono-454-LGC-2"
2,3,4,7,8,8,0.115960038968723,41003.6546927349,"Lmono-454-LGC-2"
2,3,4,8,8,8,0.115960397976901,35185.913962487,"Lmono-454-LGC-2"
2,3,5,5,5,5,0.0093856948514034,85372.9841810714,"Lmono-454-LGC-2"
2,3,5,5,5,6,0.0120312334439632,60458.7442411579,"Lmono-454-LGC-2"
2,3,5,5,5,7,0.00960141104036379,86579.1290084821,"Lmono-454-LGC-2"
2,3,5,5,5,8,0.015787278988752,62387.0790211877,"Lmono-454-LGC-2"
2,3,5,5,6,6,0.0170078470954872,45417.0103376352,"Lmono-454-LGC-2"
2,3,5,5,6,7,0.0115114612698078,61390.3564547206,"Lmono-454-LGC-2"
2,3,5,5,6,8,0.0216490913126236,46711.3388098875,"Lmono-454-LGC-2"
2,3,5,5,7,7,0.999933893038648,94357.0437643648,"Lmono-454-LGC-2"
2,3,5,5,7,8,0.895488197464459,65149.571846713,"Lmono-454-LGC-2"
2,3,5,5,8,8,0.999933893038648,48971.0599735412,"Lmono-454-LGC-2"
2,3,5,6,6,6,0.0187436862754114,35247.9082719677,"Lmono-454-LGC-2"
2,3,5,6,6,7,0.0172117121457085,46428.9285315159,"Lmono-454-LGC-2"
2,3,5,6,6,8,0.0229128544790088,36432.9044998427,"Lmono-454-LGC-2"
2,3,5,6,7,7,0.895488197464459,65149.571846713,"Lmono-454-LGC-2"
2,3,5,6,7,8,0.999933893038648,48971.0599735412,"Lmono-454-LGC-2"
2,3,5,6,8,8,0.999933893038648,38654.0208698091,"Lmono-454-LGC-2"
2,3,5,7,7,7,0.114671343345269,98283.8119837835,"Lmono-454-LGC-2"
2,3,5,7,7,8,0.114681150922006,69076.3435696292,"Lmono-454-LGC-2"
2,3,5,7,8,8,0.114684327877718,52897.8328347699,"Lmono-454-LGC-2"
2,3,5,8,8,8,0.114685753186503,42580.7942468229,"Lmono-454-LGC-2"
2,3,6,6,6,6,0.0171242545754835,28940.5347841099,"Lmono-454-LGC-2"
2,3,6,6,6,7,0.0202060942317259,36274.6915698834,"Lmono-454-LGC-2"
2,3,6,6,6,8,0.0189460444445624,30250.0462724305,"Lmono-454-LGC-2"
2,3,6,6,7,7,0.999933893038648,48971.0599735412,"Lmono-454-LGC-2"
2,3,6,6,7,8,0.999933893038648,38654.0208698091,"Lmono-454-LGC-2"
2,3,6,6,8,8,0.999933893038648,32836.2795615714,"Lmono-454-LGC-2"
2,3,6,7,7,7,0.114674901248494,69076.3412638892,"Lmono-454-LGC-2"
2,3,6,7,7,8,0.114680159429449,52897.8312956346,"Lmono-454-LGC-2"
2,3,6,7,8,8,0.114682618555841,42580.7930884106,"Lmono-454-LGC-2"
2,3,6,8,8,8,0.114683558264634,36763.0521407084,"Lmono-454-LGC-2"
2,3,7,7,7,7,0.0862458743763424,108929.726693442,"Lmono-454-LGC-2"
2,3,7,7,7,8,0.0863192188333891,79722.7295299389,"Lmono-454-LGC-2"
2,3,7,7,8,8,0.0863430327632899,63544.3724442542,"Lmono-454-LGC-2"
2,3,7,8,8,8,0.0863541218170681,53227.4060591866,"Lmono-454-LGC-2"
2,3,8,8,8,8,0.0863582734145034,47409.6939907369,"Lmono-454-LGC-2"
2,4,4,4,4,4,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,4,4,4,4,5,0.0325640972856364,6610.78409910307,"Lmono-454-LGC-2"
2,4,4,4,4,6,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,4,4,4,4,7,0.916546173686234,23827.2136988203,"Lmono-454-LGC-2"
2,4,4,4,4,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,4,4,4,5,5,0.0330821557710897,12453.3964977654,"Lmono-454-LGC-2"
2,4,4,4,5,6,0.0351295563067828,6649.27078374429,"Lmono-454-LGC-2"
2,4,4,4,5,7,0.0109086776179733,18524.0661446933,"Lmono-454-LGC-2"
2,4,4,4,5,8,0.0384463082763228,13214.0988900592,"Lmono-454-LGC-2"
2,4,4,4,6,6,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,4,4,4,6,7,0.00864331204692765,12603.300706934,"Lmono-454-LGC-2"
2,4,4,4,6,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,4,4,4,7,7,0.913234444918251,33048.2702368074,"Lmono-454-LGC-2"
2,4,4,4,7,8,0.90886297529392,27230.5289285696,"Lmono-454-LGC-2"
2,4,4,4,8,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,4,4,5,5,5,0.00532696788865834,24536.9375160254,"Lmono-454-LGC-2"
2,4,4,5,5,6,0.00561395246426932,17363.1448585135,"Lmono-454-LGC-2"
2,4,4,5,5,7,0.00522953174753216,27497.2896470592,"Lmono-454-LGC-2"
2,4,4,5,5,8,0.0113954559861994,22236.8086383101,"Lmono-454-LGC-2"
2,4,4,5,6,6,0.0181779402933685,13438.0222935684,"Lmono-454-LGC-2"
2,4,4,5,6,7,0.00403427474680183,19160.671751017,"Lmono-454-LGC-2"
2,4,4,5,6,8,0.0269826372785658,16810.0104262546,"Lmono-454-LGC-2"
2,4,4,5,7,7,0.999933893038648,38674.3586063231,"Lmono-454-LGC-2"
2,4,4,5,7,8,0.895488197464459,28357.3195025911,"Lmono-454-LGC-2"
2,4,4,5,8,8,0.999933893038648,22539.5781943534,"Lmono-454-LGC-2"
2,4,4,6,6,6,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,4,4,6,6,7,0.00864597211363938,16194.4436843914,"Lmono-454-LGC-2"
2,4,4,6,6,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,4,4,6,7,7,0.895488197464459,28357.3195025911,"Lmono-454-LGC-2"
2,4,4,6,7,8,0.999933893038648,22539.5781943534,"Lmono-454-LGC-2"
2,4,4,6,8,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,4,4,7,7,7,0.115959181476666,51320.6924563055,"Lmono-454-LGC-2"
2,4,4,7,7,8,0.115959942538834,41003.6545525134,"Lmono-454-LGC-2"
2,4,4,7,8,8,0.115960399136995,35185.9139641726,"Lmono-454-LGC-2"
2,4,4,8,8,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,4,5,5,5,5,0.00347261911382045,43685.8797382978,"Lmono-454-LGC-2"
2,4,5,5,5,6,0.00271082821314244,34380.7155543027,"Lmono-454-LGC-2"
2,4,5,5,5,7,0.00346969661976361,45513.2882894712,"Lmono-454-LGC-2"
2,4,5,5,5,8,0.00513559119302185,40290.8087371099,"Lmono-454-LGC-2"
2,4,5,5,6,6,0.0038514818874495,30226.9355360892,"Lmono-454-LGC-2"
2,4,5,5,6,7,0.00237983906335653,34965.4671582925,"Lmono-454-LGC-2"
2,4,5,5,6,8,0.00502499874064149,33296.9425922863,"Lmono-454-LGC-2"
2,4,5,5,7,7,0.895488197464459,65149.571846713,"Lmono-454-LGC-2"
2,4,5,5,7,8,0.999933893038648,48971.0599735412,"Lmono-454-LGC-2"
2,4,5,5,8,8,0.999933893038648,38654.0208698091,"Lmono-454-LGC-2"
2,4,5,6,6,6,0.00832978805546055,28122.5696961559,"Lmono-454-LGC-2"
2,4,5,6,6,7,0.00327180627662418,30821.7572574673,"Lmono-454-LGC-2"
2,4,5,6,6,8,0.0107444238444223,30011.4819811556,"Lmono-454-LGC-2"
2,4,5,6,7,7,0.999933893038648,48971.0599735412,"Lmono-454-LGC-2"
2,4,5,6,7,8,0.999933893038648,38654.0208698091,"Lmono-454-LGC-2"
2,4,5,6,8,8,0.999933893038648,32836.2795615714,"Lmono-454-LGC-2"
2,4,5,7,7,7,0.114678167186357,69076.3425818471,"Lmono-454-LGC-2"
2,4,5,7,7,8,0.114682563814714,52897.8322505004,"Lmono-454-LGC-2"
2,4,5,7,8,8,0.114684765066888,42580.7939194827,"Lmono-454-LGC-2"
2,4,5,8,8,8,0.114686100928279,36763.0530817701,"Lmono-454-LGC-2"
2,4,6,6,6,6,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,4,6,6,6,7,0.00719916134806011,29205.8262296504,"Lmono-454-LGC-2"
2,4,6,6,6,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,4,6,6,7,7,0.999933893038648,38654.0208698091,"Lmono-454-LGC-2"
2,4,6,6,7,8,0.999933893038648,32836.2795615714,"Lmono-454-LGC-2"
2,4,6,6,8,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,4,6,7,7,7,0.114678393324842,52897.8307109654,"Lmono-454-LGC-2"
2,4,6,7,7,8,0.11468162958622,42580.792760902,"Lmono-454-LGC-2"
2,4,6,7,8,8,0.114683569981433,36763.0521445925,"Lmono-454-LGC-2"
2,4,6,8,8,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,4,7,7,7,7,0.0863052320066741,79722.6490778429,"Lmono-454-LGC-2"
2,4,7,7,7,8,0.086334791379888,63544.3250226645,"Lmono-454-LGC-2"
2,4,7,7,8,8,0.0863495130662791,53227.3795355782,"Lmono-454-LGC-2"
2,4,7,8,8,8,0.0863583277019432,47409.6943044225,"Lmono-454-LGC-2"
2,4,8,8,8,8,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,5,5,5,5,5,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,5,5,5,5,6,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,5,5,5,5,7,0.917335887677104,133164.378280031,"Lmono-454-LGC-2"
2,5,5,5,5,8,0.917335713032628,103956.906362379,"Lmono-454-LGC-2"
2,5,5,5,6,6,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,5,5,5,6,7,0.917335713032628,103956.906362379,"Lmono-454-LGC-2"
2,5,5,5,6,8,0.917335887542357,87778.3944892073,"Lmono-454-LGC-2"
2,5,5,5,7,7,0.917418857482637,122956.19468779,"Lmono-454-LGC-2"
2,5,5,5,7,8,0.917859909492768,93748.7227701379,"Lmono-454-LGC-2"
2,5,5,5,8,8,0.917299511161514,77570.210896966,"Lmono-454-LGC-2"
2,5,5,6,6,6,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,5,5,6,6,7,0.917335887542357,87778.3944892073,"Lmono-454-LGC-2"
2,5,5,6,6,8,0.917314300645634,77461.3553854753,"Lmono-454-LGC-2"
2,5,5,6,7,7,0.917859909492768,93748.7227701379,"Lmono-454-LGC-2"
2,5,5,6,7,8,0.917299511161514,77570.210896966,"Lmono-454-LGC-2"
2,5,5,6,8,8,0.917299511161514,67253.1717932341,"Lmono-454-LGC-2"
2,5,5,7,7,7,0.915905444837541,121150.089603528,"Lmono-454-LGC-2"
2,5,5,7,7,8,0.911439384995376,91942.6176858766,"Lmono-454-LGC-2"
2,5,5,7,8,8,0.915960409758675,75764.1058127045,"Lmono-454-LGC-2"
2,5,5,8,8,8,0.916273517311645,65447.0667089726,"Lmono-454-LGC-2"
2,5,6,6,6,6,0.999933893038648,Inf,"Lmono-454-LGC-2"
2,5,6,6,6,7,0.917314300645634,77461.3553854753,"Lmono-454-LGC-2"
2,5,6,6,6,8,0.917312532821728,71643.6140772376,"Lmono-454-LGC-2"
2,5,6,6,7,7,0.917299511161514,77570.210896966,"Lmono-454-LGC-2"
2,5,6,6,7,8,0.917299511161514,67253.1717932341,"Lmono-454-LGC-2"
2,5,6,6,8,8,0.917301875744605,61435.4304849963,"Lmono-454-LGC-2"
2,5,6,7,7,7,0.911439384995376,91942.6176858766,"Lmono-454-LGC-2"
2,5,6,7,7,8,0.915960409758675,75764.1058127045,"Lmono-454-LGC-2"
2,5,6,7,8,8,0.916273517311645,65447.0667089726,"Lmono-454-LGC-2"
2,5,6,8,8,8,0.915699312108771,59629.3254007348,"Lmono-454-LGC-2"
2,5,7,7,7,7,0.152968807663275,124646.436050749,"Lmono-454-LGC-2"
2,5,7,7,7,8,0.152968814217557,95438.9641434344,"Lmono-454-LGC-2"
2,5,7,7,8,8,0.152968816422037,79260.4522737383,"Lmono-454-LGC-2"
2,5,7,8,8,8,0.152968817562032,68943.4131718002,"Lmono-454-LGC-2"
2,5,8,8,8,8,0.15296881836487,63125.6718648183,"Lmono-454-LGC-2"
2,6,6,6,6,6,0.999933893038648,Inf,"Lmono-454-LGC-2"
